Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NET3	Q9H1J1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN3	Q13123
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF37	Q93062
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NET2	P49792
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI79	O43251
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI85	Q8IUH3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIL8	Q9P2N5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFZ2	Q8WWW0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEE2	P20936
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHC6	Q9Y5P3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	Q92878
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH32	P15153
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFA1	P61026
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEL7	Q96PU8
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	Q7Z7A1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB5	Q7Z7A1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	Q9UQM3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	A6NHR9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	Q9UBK5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIP6	Q9NWB7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q9HBS4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGM6	Q9H6A9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI33	A6NC98
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI66	Q96LM7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q96DC8
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NET3	O75746
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH21	O95976
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q8WVX3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q6ZS81
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF78	Q8TDG4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ3	Q6PIY7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEM6	P36776
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	Q9C099
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID9	Q8N6L0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEI9	Q8IVH2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHX0	O15015
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFV6	Q7Z6K1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG84	O75521
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF53	P04440
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	Q9Y4R7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	Q7Z2F6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHX0	Q7Z2F6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG37	Q6PHZ7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH38	Q6NVV7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFL4	Q6JBY9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI40	Q14393
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NE94	Q64F87
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIF4	P20036
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI74	Q8IYJ3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEH8	Q8IYJ3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIQ1	Q12899
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	Q12899
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHD8	Q5HYD9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIF1	Q59FQ0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGM5	Q584P1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI33	Q562E5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID9	Q562E5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH45	O14595
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHI8	Q53GD2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	O00186
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEH8	Q53EM3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH40	Q4VBZ9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q5JRA6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH38	Q2M1Z3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHN4	Q9NZ45
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI89	Q86UA1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI33	Q05CW4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHY6	Q9UHX1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI33	P17706
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIA8	Q13308
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFS5	Q9UL46
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF52	Q9UL46
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHL7	O43242
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID9	O43242
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIP5	Q13200
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	P51665
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFK7	O60759
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGW8	P25788
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGR3	P79522
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGM5	P79522
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG24	Q9ULL5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF37	Q6P2Q9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHL7	Q6P2Q9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P07225
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGW4	P07737
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI89	Q8TCU6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q8TCU6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF27	P30048
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIG3	Q9UKN5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI66	O15355
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	P35813
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGQ8	P23284
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGN2	P23284
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	P23284
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIE3	Q8NEB5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFQ6	P36873
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI85	Q7Z3K3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFR9	Q7Z3K3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFK7	Q7Z3K3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF50	O15031
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q9BX97
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHQ9	Q9BX97
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFA1	O15162
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB5	O15162
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHZ4	Q9NRZ7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	Q9ULM0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFZ2	Q9BZ72
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	P22061
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q9NWS0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGZ2	Q14442
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGU1	Q13492
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	Q9Y6X2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ1	P42356
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEU6	P42356
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P42356
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIL8	O43189
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHM0	O94880
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEA2	Q96QT6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF53	Q8NDX5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIA8	P21810
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN4	Q9H7Z7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN3	P49354
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q9UHV9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHG8	Q76G19
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH18	Q5T2W1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ0	Q5T2W1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q9NR12
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH21	Q14554
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH25	P07237
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIG3	O60658
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGP3	P49585
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHH2	P42785
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	Q15154
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	O94913
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI93	Q96JQ0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGL9	Q96JQ0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF53	P05165
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q9UKK3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P25116
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB9	Q8NDF8
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	Q8WX93
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEH1	Q9H074
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHN4	Q86U42
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFB0	P11940
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH38	P11940
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN4	P0C869
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ3	P0C869
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	O00459
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIP5	P04637
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	P39656
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFP9	Q96SU4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH99	Q13438
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHS3	Q13438
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG89	Q13438
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEU6	Q13438
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEH1	Q9UBD5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NET3	Q9UBD5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG28	Q6UX06
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH37	Q5VST9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	O94875
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF2	O00365
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEP5	O00365
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	P35658
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGA0	Q96KG9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHP5	Q02297
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHZ4	Q92823
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH91	P06748
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFK7	P06748
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIP6	Q9NQX5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGE6	Q49A26
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH18	P55209
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NII2	P55209
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NE85	Q8IVI9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	P29474
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG92	P29474
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHP5	Q76FK4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHX0	Q6KC79
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG24	Q9NPE2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFP9	Q13952
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIG1	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH38	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGB2	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFG5	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH42	P19838
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI89	Q14494
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF50	Q14494
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q99519
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN4	Q9HB63
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFA1	Q9HB63
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGR8	Q96SB3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID1	O75376
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHH0	O60502
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGI2	Q9Y6Q9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI89	Q9HCG8
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIP6	Q15080
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	P19878
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIC1	Q3BBV0
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFQ6	Q58F05
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ3	A2RRP1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH32	Q13765
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFB1	Q13765
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NET8	Q86UW6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGX7	Q9NPC6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID9	Q13459
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFC1	O94832
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	P35579
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEJ4	Q8N699
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	O75592
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB4	Q92614
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHX5	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHM9	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH25	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFV6	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFR9	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEX3	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P01871
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGA0	Q04900
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGW2	P15941
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	P52701
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHS6	O75970
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	Q9Y605
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH45	Q9Y605
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI93	P26038
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIN9	Q96BY2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	Q96BY2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEL7	P40692
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF40	Q96T58
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI66	O94851
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIF4	Q96DM3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFQ6	Q96DM3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHR0	Q8IWA4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NII2	Q9H1A3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHR1	P31153
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH68	P31153
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHL4	Q12866
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHH0	Q12866
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NG24	O14770
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q9NPJ6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIL2	Q9ULK4
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q13503
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF50	Q9NXL9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIJ3	O60318
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHR0	Q9NR56
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHK6	P27448
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV3	P27448
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	P27816
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHE7	Q96QZ7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q96QZ7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGZ2	Q9UNF1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIL8	O75444
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NII1	Q8WXG6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGP5	O60664
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	Q92918
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGR8	Q9H2W1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFZ8	Q9H2W1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHN7	Q02978
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q9HBG7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI40	O75427
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIA8	Q96CN5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q96CN5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NER8	Q96CN5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGW8	O60711
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFX8	P20700
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF6	P20700
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB4	Q9NUN5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q13136
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGC7	P53671
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEH1	Q9BT23
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF37	Q08380
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB6	Q08380
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN4	P17931
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEL1	Q86U70
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	P06239
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF75	P06239
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHI8	Q9UIQ6
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	Q4G0J3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NER5	Q4G0J3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGI2	Q15012
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID9	Q96RT1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHS4	P11279
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF74	O15230
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN7	P12956
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF37	P14618
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFB1	P14618
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NID2	Q12918
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFN7	Q96PQ7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEV5	Q9Y2M5
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFR9	O43896
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	O60333
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIG6	Q9P2E2
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHY6	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGM6	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIF3	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI74	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGV7	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEX4	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEJ4	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB5	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF60	P01834
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NES9	Q2KHM9
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF9	A2RU30
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFK7	Q93073
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF31	Q14154
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NE83	P05412
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHQ9	P05412
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFP9	O76095
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF27	Q9NQC1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEB5	Q9NQC1
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NIQ1	Q9NZM3
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NGF1	Q14573
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NI93	Q969R8
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NHP0	Q96J02
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NH47	P16144
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEU6	P05107
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NF37	P56199
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NFR9	Q96CN7
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	P48200
Francisella tularensis SUBSPECIES TULARENSIS SCHU S4	Q5NEC0	Q13576
